Title,Seller Level,Average Rating,Number of Reviewers,Price (USD)
"I will build etl pipeline with talent, airflow, ssis, nifi, pyspark,scala",Level 1 Seller,None,0,10.361904761904762
"I will do data process, storage, analytics, and python programming",,None,0,517.8857142857142
"I will data cleaning, data wrangling, or visualization in python",,None,0,31.076190476190476
"I will provide service in excel, macros, vba, formulas, and report",,None,0,62.147619047619045
I will do computer vision machine learning research projects,,None,0,46.60952380952381
I will do data cleaning and visualization on your messy data,,None,0,5.180952380952381
"I will be your data scientist, analyst and machine learning expert",,None,0,31.076190476190476
I will be your excel spreadsheet expert,,None,0,20.71904761904762
I will mine or extract the data you will request,,None,0,5.180952380952381
I will do data processing in your bigquery account,,None,0,51.79047619047619
I will be your content writer and article writer,,None,0,5.180952380952381
I will solve your excel file problems,,None,0,5.180952380952381
I will architect dbt data pipeline,,None,0,776.8238095238095
"I will do etl, data loading, and create mapping on informatica",,None,0,15.538095238095238
I will connect your data source to your bigquery data warehouse,,None,0,414.3095238095238
I will satisfy all your data pipeline and etl needs like parse extract convert data,,None,0,41.43333333333333
"I will design and develop erd, eer, database, and schema normalization, sql query",,None,0,15.538095238095238
I will do data mining using weka,Level 1 Seller,None,0,51.79047619047619
"I will offer help in etl process,datwarehouse,modelling,data engineering",,None,0,20.71904761904762
I will provide apache spark tasks,,None,0,207.15714285714284
"I will do expert excel formula, dashboard, graphs, automation with vba, macro",,None,0,20.71904761904762
"I will design and develop erd, eer, database, and schema normalization, sql query",,None,0,15.538095238095238
I will automate your data loading,,None,0,103.58095238095238
I will create etl pipeline or do data processing,Level 1 Seller,None,0,20.71904761904762
I will help you in thermodynamics heat transfer and fluid mechanics,,None,0,5.180952380952381
"I will do expert excel formula, dashboard, graphs, automation with vba, macro",,None,0,20.71904761904762
I will do data mining using weka,Level 1 Seller,None,0,51.79047619047619
I will handle data analysis using python,,None,0,15.538095238095238
I will write r codes and interpret outputs as well as complete reports,,None,0,5.180952380952381
I will develop website crawlers for you,,None,0,497.1714285714286
I will connect your data source to your bigquery data warehouse,,None,0,414.3095238095238
I will create etl and data pipelines and scheduling with airflow,,None,0,10.361904761904762
"I will do quick analysis ,make excel sheet, dash board for farmer",Level 1 Seller,5.0,1,20.71904761904762
I will provide solutions for data engineering problems using hadoop and spark ecosystem,,None,0,41.43333333333333
"I will offer help in etl process,datwarehouse,modelling,data engineering",,None,0,20.71904761904762
I will provide apache spark tasks,,None,0,207.15714285714284
I will write a python script for a large CSV,,5.0,1,10.361904761904762
I will create data warehouses and data visualization,,5.0,1,15.538095238095238
I will create azure data factory pipeline to do etl transformations,Level 1 Seller,5.0,3,98.4
I will provide data engineering solutions,,4.7,3,103.58095238095238
"I will do elasticsearch, elasticstack, kibana, logstash",Level 2 Seller,5.0,1,51.79047619047619
I will doing work on siemens plc s7 300 400 tia portal 1300 sada  hmi,,None,0,25.895238095238096
I will do your etl process using azure synapse analytics,Level 1 Seller,5.0,2,129.47142857142856
I will write your pyspark code in azure databricks or synapse,Level 1 Seller,5.0,1,129.47142857142856
I will prepare baseline program and eot claims for construction projects and letters,,None,0,3107.295238095238
I will do data engineering work,,5.0,1,15.538095238095238
I will be your azure data engineer,Level 1 Seller,5.0,1,129.47142857142856
"I will do web scraping online news, article website or other sites",,5.0,5,5.180952380952381
I will create a sql statement for your,,5.0,2,20.71904761904762
I will automate web tasks using python and selenium,,None,0,46.60952380952381
"I will develop data warehouse,ssis,etl, ssrs,data visualization",,5.0,1,25.895238095238096
I will write data automation scripts and bot creation,Level 1 Seller,5.0,1,20.71904761904762
I will do data engineering work,,5.0,1,15.538095238095238
I will do complex calculation in mathcad,,None,0,5.180952380952381
I will provide web scraping and data mining service,,None,0,5.180952380952381
I will automate AWS ci cd continuous implementation and delivery pipelines,,None,0,10.361904761904762
I will do data engineering in azure using python,Top Rated Seller,4.9,4,103.58095238095238
I will data science projects using scala and spark,,None,0,10.361904761904762
I will create a reports progress payment doc production follow formations on excel,,None,0,25.895238095238096
I will do data science and visualization using python,,None,0,10.361904761904762
I will do project related strength of materials and material engineering,,None,0,10.361904761904762
I will do all data engineering stuff that you need,,None,0,25.895238095238096
I will be creating a solve blocks using mathcad,,None,0,5.180952380952381
"I will do data science, machine learning tasks in python",,None,0,15.538095238095238
"I will code, fix problem and automate your task",Level 2 Seller,4.8,23,41.43333333333333
I will create a machine learning model for you,,None,0,5.180952380952381
I will architect end to end data pipelines,,None,0,31.076190476190476
I will build etl pipeline using on premise or cloud resources,,None,0,20.71904761904762
I will do data engineering on google cloud gcp,Level 1 Seller,None,0,15.538095238095238
I will be creating a solve blocks using mathcad,,None,0,5.180952380952381
I will develop scalable data pipeline,,None,0,103.58095238095238
I will do data augmentation on images,,None,0,10.361904761904762
"I will do data science, machine learning tasks in python",,None,0,15.538095238095238
"I will do etl, data modeling, pipelines, data warehouse",,None,0,20.71904761904762
"I will write sql queries, optimize queries and analyze data",,None,0,15.538095238095238
I will provide database administration for sql server oracle mysql,,None,0,25.895238095238096
I will use machine learning skills to modify gan for data synthesis,,None,0,72.5047619047619
I will make professional excel and google sheets,,None,0,20.71904761904762
I will do matlab work now,,None,0,51.79047619047619
"I will solve any type of excel issue using macros, formulas, or vba",,None,0,10.361904761904762
I will do your mathcad calculation,,None,0,5.180952380952381
I will help you with anything in microsoft excel,Level 2 Seller,None,0,41.43333333333333
I will do very advanced commands,,None,0,5.180952380952381
I will data analysis using machine learning techniques,,None,0,20.71904761904762
I will help with big data technologies,,None,0,31.076190476190476
I will do your point clouds comparison and change detection,,None,0,31.076190476190476
"I will do data entry, plot graphs, charts, cost estimate in 24 hrs",,None,0,5.180952380952381
I will create your sql  database,,None,0,31.076190476190476
I will do data cleaning data wrangling or visualization in python,,None,0,10.361904761904762
I will do machine learning data analysis modeling,,None,0,155.36666666666667
I will develop etl pipelines using azure cloud platform,,None,0,103.58095238095238
I will do automatic custom web scraping into google sheets or csv,,None,0,5.180952380952381
I will do 2d and 3d cfd analysis on ansys fluent,,None,0,20.71904761904762
I will help to solve your data migration problems,,None,0,36.25238095238095
"I will do hadoop, cluster deployment, mapreduce, spark, scala",Level 1 Seller,None,0,124.29523809523809
I will perform the etl process and generate the reports,,None,0,5.180952380952381
"I will do integrals, derivatives, calculus, factors in mathcad",,None,0,5.180952380952381
I will assists you in control systems tasks,,None,0,5.180952380952381
I will save time and money using the google cloud platform,Level 1 Seller,5.0,2,20.71904761904762
"I will data analysis, etl, big data, sql, power bi, pyspark, report",,5.0,1,5.180952380952381
"I will create, update or fix your talend jobs",,None,0,5.180952380952381
"I will help with data engineering in gcp,azure postgres, snowflake",,None,0,517.8857142857142
I will api integration with google sheet using app script,,4.9,11,51.79047619047619
"I will do web scraping, data mining, and data collection for any websites",,5.0,5,10.361904761904762
I will scrape products from ecommerce stores,Level 2 Seller,5.0,6,5.180952380952381
"I will do data cleaning , data wrangling or visualization in azure",,None,0,103.58095238095238
"I will do any data related activity,modification,automation, rental service management",Level 1 Seller,5.0,6,25.895238095238096
I will provide informatica etl development and support,,None,0,51.79047619047619
I will assist you with blockchain space,,None,0,103.58095238095238
I will simplify your data engineering workflows and etl pipelines,,None,0,1035.7666666666667
"I will design microsoft word document formatting, design, edit",,5.0,3,15.538095238095238
"I will develop python data extractor for web, XML, pdfs, images and apis",,5.0,1,103.58095238095238
"I will do python script, data extraction,json,txt,csv conversion,API,logs",,5.0,4,10.361904761904762
I will do data engineering and etl jobs,,5.0,1,20.71904761904762
"I will do computer vision, tensorflow, pytorch and android apps with yolo",,5.0,1,41.43333333333333
"I will realize any type of geological map you need, plus any data type interpolation",,None,0,51.79047619047619
I will develop your big data event streaming pipeline,,None,0,466.0952380952381
I will do web scrapping and data extraction,,None,0,5.180952380952381
I will do data engineering and etl gigs,,None,0,103.58095238095238
I will be your virtual assistant in simulating co2 sequestration,Level 1 Seller,None,0,10.361904761904762
"I will develop python data extractor for web, XML, pdfs, images and apis",,5.0,1,103.58095238095238
"I will do web scraping, crawling visualization, and data mining with python",,None,0,31.076190476190476
"I will assist in probability and statistic, calculus and applied math",,None,0,10.361904761904762
I will do web scraping and data mining from any website in python,Level 1 Seller,None,0,10.361904761904762
I will do a machine learning project for arizona state university,,None,0,51.79047619047619
I will do floating solar pv  design and technical analysis,Level 1 Seller,None,0,51.79047619047619
I will convert your legacy SAS code into modern spark code,,None,0,5.180952380952381
"I will do all teradata relevant tasks tpt, bteqs",,None,0,20.71904761904762
"I will do fastest data scraping, data mining, data extraction",,None,0,5.180952380952381
I will provide data solutions and automation with your current tools,,None,0,258.9428571428571
"I will debug, create or analyse anything for you in python",,None,0,10.361904761904762
I will help you in data engineering using aws,,None,0,51.79047619047619
I will do data engineering jobs,,None,0,5.180952380952381
I will build data engineering pipeline using google cloud platform,,None,0,20.71904761904762
I will be your chemical engineering projects and problems assistant,,None,0,5.180952380952381
I will migrate your data from hadoop or any other db to snowflake,,None,0,310.73333333333335
I will build your custom excel spreadsheet,,None,0,103.58095238095238
I will your network or data security expert,,None,0,10.361904761904762
I will automate custom and daily tasks,,None,0,10.361904761904762
I will perform tasks as have thirteen years of experience in etl,,None,0,310.73333333333335
"I will python script to parse, extract, convert data csv, json, html, xml",,None,0,25.895238095238096
I will automate web scraping and web crawling in python,,None,0,41.43333333333333
I will do operations research linear programming and related projects,,None,0,15.538095238095238
I will develop a secure rest api,,None,0,77.68571428571428
I will design snowflake cloud warehouse,,None,0,51.79047619047619
I will do remote sensing and gis mapping task,,None,0,20.71904761904762
I will become your on the go data analyst,,None,0,51.79047619047619
"I will create a script to parse, extract, or transform data xml json csv",,None,0,20.71904761904762
"I will create resposnsive google form, cognito form, jot form, surveys monkey",,None,0,10.361904761904762
I will create alteryx workflow and reports,,None,0,20.71904761904762
"I will do data wrangling, cleaning, notebook tasks 4  you with python pandas",,None,0,51.79047619047619
I will mine data from websites,Level 1 Seller,None,0,5.180952380952381
I will do data warehousing in dbt,,None,0,15.538095238095238
"I will integrate your data using data factory, pentaho or ssis",,None,0,207.15714285714284
"I will make python script to parse, extract, convert data from CSV, XML,json, html,txt",,None,0,15.538095238095238
I will create file and report automations using python,,None,0,25.895238095238096
I will do projects related to data engineering etls,,None,0,103.58095238095238
I will create data pipelines using dbt data build tool,,None,0,31.076190476190476
"I will conduct big data analytics using apache spark, gcp, AWS or hadoop",,None,0,196.7952380952381
I will build data pipelines using google cloud platform gcp,,None,0,41.43333333333333
I will create etl process through ssis and perform administration,,None,0,51.79047619047619
I will do etlpipeline along with data warehousing and data modeling,,None,0,20.71904761904762
I will do web scraping and data extraction,,None,0,5.180952380952381
I will create professional oracle database for you,,5.0,1,5.180952380952381
I will do data integration etl job pipeline using talend,,None,0,5.180952380952381
I will solve your sql query problems and sql task,,None,0,15.538095238095238
"I will do data manipulation, data analysis in ms excel",,None,0,15.538095238095238
I will automate your etl process using azure data factory or ssis,,None,0,243.4047619047619
"I will do data cleaning, visualization and wrangling using python",,None,0,5.180952380952381
I will automate the data migration process,,None,0,10357.642857142857
"I will serve big data projects on pyspark, python, spark, and scala",,5.0,3,5.180952380952381
I will do all tasks for informatica and further more,,None,0,15.538095238095238
"I will do web scraping, data mining, data extraction from any website",,None,0,10.361904761904762
I will convert your important data from image to text and deliver in original format,,None,0,5.180952380952381
I will create a python machine learning project with data and feature engineering,,None,0,5.180952380952381
"I will data cleaning, wrangling and visualization",,None,0,10.361904761904762
I will do data engineer work,,None,0,25.895238095238096
I will do the best with my expertise in etl,,None,0,15.538095238095238
I will accelerate your data migration using azure to optimize your business,,None,0,51.79047619047619
I will 3d modelling on solidworks and further requirements,,None,0,5.180952380952381
"I will help with hadoop, spark, hive and big data projects",,5.0,4,10.361904761904762
I will do data engineering and etl jobs,Level 1 Seller,5.0,25,103.58095238095238
"I will do anything related to tsql,data warehouse,ssis,etl and bi",Level 2 Seller,4.7,35,20.71904761904762
I will excel help vba dynamic chart pivot table,Level 1 Seller,5.0,1,25.895238095238096
"I will create bash shell,perl,python script",Level 2 Seller,4.8,26,20.71904761904762
I will create mappings in informatica etl tool,,5.0,2,15.538095238095238
I will provid efficient and optimize solutions for data pipeline,,None,0,41.43333333333333
I will work on talend etl,,None,0,15.538095238095238
I will data cleaning and data wrangling for visualization,,None,0,20.71904761904762
I will do data engineering on google cloud,Level 1 Seller,5.0,2,170.9047619047619
"I will do object detection, classification, segmentation, pose estimation",Level 1 Seller,5.0,5,51.79047619047619
I will develop data engineering applications,,None,0,10.361904761904762
I will decrypt your files encrypted by ransom,,None,0,517.8857142857142
"I will develop data engineering pipeline, data warehouse and etl",,None,0,1740.0857142857142
"I will create etl pipelines using adf, azure databricks and pyspark for data migration",,5.0,3,51.79047619047619
I will help you in quality control and control chart tasks,,5.0,4,5.180952380952381
I will connect rest API with azure data factory,,None,0,51.79047619047619
"I will conduct big data analytics using apache spark, gcp, AWS or hadoop",Level 2 Seller,5.0,1,186.43809523809523
I will do data science and machine learning project,,5.0,2,56.97142857142857
I will provide any type of aws services,,None,0,5.180952380952381
I will create and design databases layer,,None,0,20.71904761904762
"I will automate google sheets, form, docs, gmail, invoice quote using apps script",Level 2 Seller,5.0,33,31.076190476190476
"I will data wrangling, data preprocessing, and data visualization",Level 2 Seller,5.0,1,51.79047619047619
I will be your data engineer and etl pipeline developer,,5.0,1,10.361904761904762
"I will do big data, pyspark, machine learning, and data analysis with python",,4.6,12,51.79047619047619
"I will do your industrial engineering projects, designs",,4.8,20,15.538095238095238
"I will write script for data scraping, automation",Level 2 Seller,5.0,3,20.71904761904762
I will do computation and simulation with matlab,,4.9,17,155.36666666666667
I will be your excel master with custom formulas,Level 1 Seller,5.0,20,5.180952380952381
I will data entry excel formula for you,Level 2 Seller,5.0,1,10.361904761904762
"I will solve dbms, data structure, analysis of algorithm, cpp programming tasks",,5.0,1,62.147619047619045
I will create data and automation workflows,,5.0,7,51.79047619047619
I will do web scraping and email scrap from any website,Level 1 Seller,None,0,15.538095238095238
"I will do data analysis, tableau, dbt, power bi, data engineering",,5.0,1,41.43333333333333
"I will design database in sql server, mysql, sql lite, erd, queries",,None,0,10.361904761904762
"I will do data analysis, classification, machine learning, and python tasks",,None,0,129.47142857142856
"I will do elasticsearch, kibana, and logstash",,None,0,41.43333333333333
I will do django restful API integration and API development,,5.0,1,31.076190476190476
"I will blast email spam sms, bulk sms, text message, bulk email to any targeted country",,None,0,41.43333333333333
I will make your data clean and suitable for ml algorithm,,None,0,10.361904761904762
I will do web automation and build bots in python using selenium,,4.8,11,15.538095238095238
I will do pyspark analysis and airflow etl pipeline,,4.9,11,20.71904761904762
"I will do tik tok promotion, superfast tiktok growth, tiktok video, boost tiktok growth",,None,0,10.361904761904762
"I will prepare flight plans, generate dsm,dem ,dtm orthomosaics and image analysis",,None,0,51.79047619047619
I will do web scraping using python,Level 1 Seller,None,0,56.97142857142857
"I will do data processing, data collection, typing and web research",,None,0,5.180952380952381
"I will tag, annotate and label all those images to bring ai to life",Level 2 Seller,5.0,142,5.180952380952381
I will do machine learning python projects,,4.7,8,15.538095238095238
"I will help with python, r,  finance, machine and deep learning, quant, trading algos",,5.0,172,409.12857142857143
"I will do image annotation, segmentation, bounding box, and all data labeling for ai",Level 2 Seller,5.0,58,5.180952380952381
I will do data analysis in python using google colab,Level 1 Seller,5.0,58,25.895238095238096
"I will do data science, dl and ml tasks",Level 2 Seller,5.0,47,31.076190476190476
"I will do machine learning, data science projects in python",Level 1 Seller,5.0,31,25.895238095238096
"I will do face recognition, object detection, and segmentation",Level 1 Seller,4.9,9,51.79047619047619
"I will precisely annotate images, videos and maps for your ai model",Level 2 Seller,5.0,98,5.180952380952381
I will model and forecast time series using prophet or arima,,5.0,7,258.9428571428571
I will data science machine learning data mining python,,5.0,8,82.86190476190477
I will coach you in gorilla tag,,4.7,14,5.180952380952381
I will do deep machine learning ai computer vision in python and r,Level 1 Seller,5.0,10,25.895238095238096
"I will code your quant, finance, python, machine learning project",,4.6,14,258.9428571428571
I will do customized deep learning projects,Level 1 Seller,5.0,3,62.147619047619045
"I will make computer vision, deep and machine learning python projects",Level 2 Seller,5.0,28,25.895238095238096
I will do machine learning and deep learning python projects,Level 1 Seller,4.9,188,103.58095238095238
I will work on text and nlp projects,Clients,5.0,1,145.0095238095238
"I will do statistical analysis and modeling using spss, r, python, stata, SAS and excel",Level 2 Seller,4.9,35,25.895238095238096
I will do any computer vision and image processing nlp tasks,,5.0,12,51.79047619047619
I will provide natural language processing nlp solutions,,4.9,11,310.73333333333335
"I will do image processing in opencv, computer vision and deep learning in python",Level 1 Seller,4.9,55,82.86190476190477
I will do machine and deep learning algorithms for your problem,,5.0,14,124.29523809523809
I will do your machine learning and deep learning tasks,Level 1 Seller,5.0,19,103.58095238095238
"I will do python, numpy, pandas, scikit learn, matplotlib, and seaborn",Level 2 Seller,4.9,63,51.79047619047619
"I will annotate images, nlp, bounding box, ner, all data labeling for ai, ml training",Level 2 Seller,5.0,86,5.180952380952381
I will do machine learning python projects,Level 1 Seller,5.0,17,82.86190476190477
I will solve your machine learning problems,,5.0,2,124.29523809523809
I will do your opencv and python projects,Level 2 Seller,5.0,164,82.86190476190477
I will do machine learning and data science projects in python,,4.9,14,82.86190476190477
I will do  to image processing and computer using opencv python,,4.9,15,82.86190476190477
"I will do machine learning, deep learning, image processing in python",Level 2 Seller,5.0,46,51.79047619047619
"I will do artificial intelligence, machine deep learning data science computer vision",,5.0,29,82.86190476190477
I will give you end to end machine learning solutions,Level 1 Seller,5.0,6,103.58095238095238
"I will do data science and machine learning in rstudio, r programming",Level 1 Seller,5.0,42,51.79047619047619
"I will do deep learning, machine learning,  data mining, CV projects",Level 2 Seller,5.0,27,51.79047619047619
"I will do statistical data analysis visualizations using r, rstudio",Level 2 Seller,5.0,40,10.361904761904762
I will create  deep learning and neural network model in tensorflow,Level 2 Seller,4.9,44,20.71904761904762
I will assist you in probability and statistics,Level 2 Seller,5.0,27,5.180952380952381
I will do data science projects in python,Level 1 Seller,5.0,9,25.895238095238096
"I will do projects or tasks in python,math,statistics,jupyter,numpy,pandas,matplotlib",,5.0,41,62.147619047619045
I will do natural language processing nlp and text analysis,Level 2 Seller,5.0,52,103.58095238095238
"I will do artificial intelligence, machine learning, deep learning",Level 1 Seller,5.0,38,20.71904761904762
"I will do social network analysis tasks in python, networkx gephi",Level 2 Seller,4.9,33,36.25238095238095
I will help you with any machine learning project,Level 1 Seller,5.0,15,82.86190476190477
"I will help in machine learning and data analysis in rstudio, r",Level 2 Seller,4.9,150,20.71904761904762
I will do data analysis and science with jupyter notebooks in python,Level 2 Seller,5.0,273,36.25238095238095
"I will do bounding box,data,image annotation, tagging, labeling for object detection",Level 2 Seller,5.0,59,5.180952380952381
"I will do machine, deep learning, nlp, and data science related projects in python",,5.0,14,51.79047619047619
I will do you data science and machine learning projects in python,,5.0,11,20.71904761904762
"I will help in machine learning and data analysis in r, rstudio",Level 2 Seller,4.9,13,51.79047619047619
"I will do data science data analysis, projects and tasks in python jupyter notebook",,5.0,12,10.361904761904762
"I will do computer vision, image processing, opencv and deep learning in python",Level 2 Seller,5.0,62,1242.9190476190477
I will do machine learning python projects,,5.0,22,20.71904761904762
"I will do machine learning,data science, data analysis,visualization project in  python",Level 1 Seller,5.0,44,82.86190476190477
I will do data science and machine learning project in python,,5.0,11,31.076190476190476
"I will do statistical data analysis using r, stata, python and spss",Level 1 Seller,4.9,26,51.79047619047619
"I will do your neural networks,deep learning python projects etc",Level 2 Seller,5.0,33,10.361904761904762
"I will annotation, tagging, or label of all types of your ai data",Level 1 Seller,5.0,28,5.180952380952381
I will perform data science with r studio,Level 2 Seller,4.9,43,51.79047619047619
I will do data science and machine learning assignments and projects,Level 2 Seller,5.0,37,15.538095238095238
I will do machine learning and deep learning in computer vision,Level 2 Seller,4.9,59,51.79047619047619
I will do python and machine learning tasks for you,Level 2 Seller,4.9,56,82.86190476190477
I will do opencv projects using python or cpp,,5.0,49,82.86190476190477
"I will do image classification, face recognition",Level 1 Seller,5.0,13,41.43333333333333
"I will make computer vision, machine learning python projects",,5.0,20,10.361904761904762
"I will do computer vision 2d 3d, deep learning, CNN with pytorch",Level 1 Seller,4.9,13,51.79047619047619
"I will do python, machine learning, deep learning projects",Level 1 Seller,5.0,7,82.86190476190477
"I will do machine learning, deep learning python projects",Level 2 Seller,5.0,79,103.58095238095238
"I will solve your data science, machine learning problems",,5.0,5,5.180952380952381
"I will solve any computer vision project using opencv, machine learning, deep learning",,4.9,30,82.86190476190477
I will do machine and deep learning projects in python,Level 1 Seller,5.0,37,25.895238095238096
I will do data analysis in rstudio and rapidminer,Level 1 Seller,5.0,18,25.895238095238096
I will do python machine learning  and data science,Level 1 Seller,5.0,8,51.79047619047619
I will develop jupyter notebook using python pandas,Level 1 Seller,5.0,15,15.538095238095238
"I will keenly annotate, and segment images, videos and texts to train your ai model",Level 2 Seller,4.9,35,5.180952380952381
I will do artificial intelligence machine learning projects and tasks on python,Level 2 Seller,4.9,54,82.86190476190477
I will provide deep reinforcement learning solutions using python,,4.9,26,207.15714285714284
I will do machine learning and deep learning tasks with python,Level 2 Seller,4.8,20,20.71904761904762
I will do machine learning projects in python,Level 1 Seller,4.8,6,31.076190476190476
"I will do  image annotation, image segmentation and data labelling for ai",Level 2 Seller,5.0,34,5.180952380952381
I will do data science statistical and regression analysis,Level 2 Seller,4.9,39,20.71904761904762
I will python machine learning project deep data analysis visualization nlp eda,Level 1 Seller,5.0,28,103.58095238095238
I will accurately annotate images and videos for your ai model,Level 2 Seller,4.9,154,5.180952380952381
I will do any machine learning task in python,Level 1 Seller,5.0,178,290.01428571428573
"I will do machine learning, deep learning, data analysis, data visualization in python",Level 1 Seller,5.0,19,82.86190476190477
"I will do deep learning, CNN and image classification",,5.0,14,51.79047619047619
"I will do machine learning, data science, data analysis, data mining project in python",Level 2 Seller,5.0,134,82.86190476190477
"I will do machine learning, deep learning, computer vision python",Level 2 Seller,5.0,21,51.79047619047619
I will do machine learning computer vision python projects jupyter notebook,,5.0,16,82.86190476190477
I will do data analysis and machine learning data science with jupiter notebook python,Level 1 Seller,4.9,74,82.86190476190477
I will do data analytics and modelling with rstudio,Level 1 Seller,4.8,32,51.79047619047619
I will create machine learning based web or mobile application,Level 1 Seller,5.0,20,25.895238095238096
I will do deep learning with neural networks on pytorch,,5.0,72,41.43333333333333
I will do machine learning python projects,Level 2 Seller,5.0,28,20.71904761904762
I will give you face rating,,4.9,6,10.361904761904762
"I will do data science, and machine learning in python using jupyter notebook",Level 1 Seller,5.0,21,82.86190476190477
I will do machine learning in python,Level 1 Seller,5.0,16,10.361904761904762
"I will do machine learning, deep learning, nlp work in python and r",Level 1 Seller,5.0,11,31.076190476190476
I will do image processing computer vision task using python opencv,,4.9,28,51.79047619047619
I will be your computer science research supervisor,Level 2 Seller,5.0,32,77.68571428571428
"I will do machine learning, data science, visualization, analysis projects in python",,5.0,20,31.076190476190476
I will deliver gpt3 app like writesonic rytr conversionai copyai etc,,5.0,17,310.73333333333335
I will consult in projects related to rapidminer and rstudio,Level 1 Seller,5.0,10,62.147619047619045
"I will do preprocessing, machine learning and  deep learning  in python",,4.9,21,31.076190476190476
I will do machine deep learning artificial intelligence data science mining in python,Level 1 Seller,5.0,12,82.86190476190477
"I will do computer vision, deep learning CNN task in tensorflow",,4.8,10,5.180952380952381
"I will do data science, machine learning, data analysis, nlp projects in python and r",Level 1 Seller,5.0,11,20.71904761904762
I will do natural language processing nlp topic modeling sentiment text alanalysis task,Level 2 Seller,5.0,45,82.86190476190477
"I will do data analysis using python, pandas, matplotlib and sklearn",Level 2 Seller,5.0,49,31.076190476190476
"I will do your machine learning, deep learning,  ros and computer vision tasks",,4.9,50,20.71904761904762
I will assist you in artificial intelligence projects,Level 2 Seller,5.0,14,31.076190476190476
I will do pro data analysis visualization with python on jupyter notebooks,Level 2 Seller,4.9,22,10.361904761904762
I will do deep learning and machine learning using tensorflow and sklearn,Level 1 Seller,4.9,21,41.43333333333333
I will do natural language processing nlp projects,Level 1 Seller,4.9,13,103.58095238095238
I will data science machine learning data mining python,Level 2 Seller,5.0,70,82.86190476190477
I will do natural language processing nlp and text analysis using python,,4.8,19,20.71904761904762
"I will build python, machine learning and data science models",,5.0,76,31.076190476190476
I will do data analysis  with python and jupyter notebook,,4.9,63,51.79047619047619
"I will do data science machine learning nlp work in python, r",,4.9,28,51.79047619047619
I will do time series analysis and forecasting in r,,4.9,16,82.86190476190477
"I will machine learning and data science project using python,r",,5.0,12,31.076190476190476
I will do machine learning python project,Level 1 Seller,5.0,21,10.361904761904762
I will do data science statistical and regression analysis in python,Level 2 Seller,4.9,116,51.79047619047619
I will do ai and machine learning algorithms for you,Level 1 Seller,5.0,37,103.58095238095238
"I will teach python, r and  machine learning and deep learning",Level 2 Seller,5.0,19,51.79047619047619
I will do r pragromming data analysis data visualisation and machine learning projects,Level 1 Seller,5.0,13,51.79047619047619
"I will do datamining,machine learning projects using weka",,4.8,12,82.86190476190477
I will assist in bioinformatics analysis of genomic and meta genomic data,Level 1 Seller,5.0,17,5.180952380952381
I will do data analysis and machine learning using jupyter notebook,Level 2 Seller,5.0,82,82.86190476190477
I will do data science and machine learning work in python,,5.0,11,5.180952380952381
"I will do machine learning, deep learning, and computer vision in python",,4.9,11,31.076190476190476
I will do machine learning and deep learning projects in python,,5.0,18,103.58095238095238
"I will do data science, machine learning, deep learning projects",Level 1 Seller,5.0,11,20.71904761904762
I will do linear and logistic regression in 24 hours on python,,4.9,18,51.79047619047619
"I will do data science and machine learning in rstudio, r programming",,5.0,7,31.076190476190476
"I will do data science, machine and deep learning articles and blogs",,5.0,9,10.361904761904762
I will do natural language processing projects using python,,5.0,21,103.58095238095238
I will do python and machine learning tasks,,4.6,11,82.86190476190477
"I will do data science, machine learning with complete eda, visualization, prediction",Level 2 Seller,4.8,15,82.86190476190477
I will do data science and analysis using python build perfect jupyter notebook,Level 2 Seller,4.9,133,51.79047619047619
I will do python machine learning deep learning computer vision imageprocess detection,Level 2 Seller,4.8,30,82.86190476190477
I will do data science for you,Level 1 Seller,4.8,31,15.538095238095238
I will gui python java cpp sql database bot script programming assignment task project,Level 2 Seller,5.0,99,36.25238095238095
I will help in your artificial intelligence projects,Level 1 Seller,5.0,16,10.361904761904762
I will do programming or ai work in any language,,4.9,44,10.361904761904762
"I will do computer vision, image processing using opencv",Level 1 Seller,4.9,137,82.86190476190477
"I will tutor help pde,ode,calculus, data science,all university mathematics,maths",Level 1 Seller,5.0,18,51.79047619047619
I will do data science using python or r,Level 1 Seller,5.0,25,10.361904761904762
I will do data analysis and data science with  python in jupyter notebook,Level 1 Seller,4.9,11,51.79047619047619
I will research and write management information systems tasks,Level 2 Seller,4.4,9,10.361904761904762
I will build natural language processing nlp  systems,Level 2 Seller,5.0,38,82.86190476190477
I will do deep learning computer vision tasks and projects,Level 1 Seller,5.0,12,103.58095238095238
"I will do pandas data analysis, machine learning, data science with python programming",Level 1 Seller,4.8,51,82.86190476190477
"I will do image annotation and data labeling, tagging, bounding box, polygon annotation",Level 2 Seller,5.0,31,5.180952380952381
I will hago modelos de machine learning en r,Level 1 Seller,4.9,6,20.71904761904762
"I will do data analysis,tkinter, pandas,web scraping, ml,matplotlib in python",Level 1 Seller,5.0,27,82.86190476190477
I will machine learning data science deep learning python,Level 2 Seller,5.0,15,82.86190476190477
I will annotate and label images for ai and machine learning,Level 1 Seller,5.0,22,5.180952380952381
I will make any script using r in rstudio,Level 1 Seller,5.0,5,62.147619047619045
"I will solve your data science, machine learning, nlp problems",Level 1 Seller,5.0,21,103.58095238095238
I will do computer vision related projects using opencv in python,Level 1 Seller,5.0,10,41.43333333333333
I will work on text and nlp projects,Clients,5.0,1,145.0095238095238
